folio	codigo	descripcion	marca	cantidad	precio	categoria
2869	90094	BOMBON BIANCHI FLOR 15/400 DLR	DLR	4	51.6	PRODUCTOS DE CONFITERIA
2869	90092	BOMBON BIANCHI CORAZON 15/400 DLR	DLR	2	25.8	PRODUCTOS DE CONFITERIA
2869	80463	PAL MANITA 16GR 24/40 VERO	VERO	1	21.223	PRODUCTOS DE CONFITERIA
2870	150063	CHETO BOLA C/QUESO 10/25 TOTIS	TOTIS	150	125.25	BOTANAS
2870	150190	MEGA DONA S/SALSA 10/24 TOTIS	TOTIS	220	948.64	BOTANAS
2870	150130	MEGA DONA C/CHILE 10/24 TOTIS	TOTIS	200	0.8	BOTANAS
2871	150077	MEGA PARTY MIX 10/30 TOTIS	TOTIS	150	1251.75	BOTANAS
2871	150015	MEGA PALOMITAS CH 10/24 TOTIS	TOTIS	180	2.7	BOTANAS
2871	150063	CHETO BOLA C/QUESO 10/25 TOTIS	TOTIS	50	41.75	BOTANAS
2872	360214	CUCHARA CHICA BLANCA 60/50 MARGARITA	MARGARITA	1	3.793	Subfamilia de Varios
2873	360214	CUCHARA CHICA BLANCA 60/50 MARGARITA	MARGARITA	1	3.793	Subfamilia de Varios
2874	20405	NUCITA TRISABOR 24/16 NUTRESA	NUTRESA	161	1342.257	PRODUCTOS DE CONFITERIA
2874	20193	NUCITA CHOC/VAINI 24/16PZ NUTRESA	NUTRESA	46	39.744	PRODUCTOS DE CONFITERIA
2874	20143	NUCITA CHOC/FRESA 24/16PZ NUTRESA	NUTRESA	23	12.328	PRODUCTOS DE CONFITERIA
2874	20335	NUCITA BARRITA 24/16/10GR NUTRESA	NUTRESA	46	493.718	PRODUCTOS DE CONFITERIA
2874	20904	NUCITA TRISABOR TRIANGULO 24/12 NUTRESA	NUTRESA	10	202	PRODUCTOS DE CONFITERIA
2874	21013	PALETA NUCITA 24/12/15GR NUTRESA	NUTRESA	240	5304	PRODUCTOS DE CONFITERIA
2874	21018	NUCITA CONFITES 24/12/20GR NUTRESA	NUTRESA	240	7056	PRODUCTOS DE CONFITERIA
2874	20463	CREMINO BICOLOR 16/24 NUTRESA	NUTRESA	80	162.88	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20126	CREMINO BLANCO 16/24 NUTRESA	NUTRESA	20	361	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20699	CREMINO VIT 8/50 NUTRESA	NUTRESA	10	1624.33	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	21012	CREMINO CREMA DE AVELL. 24/12/26GR NUTRESA	NUTRESA	120	3528	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20651	FRATELO 24/16/10GR NUTRESA	NUTRESA	46	830.3	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20666	CHOKATO 24/12 NUTRESA	NUTRESA	50	1035	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20016	MUIBON AVELLANA  24/15 NUTRESA	NUTRESA	66	1074.018	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20354	MUIBON AVELLANA VIT 6/40/22GR NUTRESA	NUTRESA	10	1556.14	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20943	BALONES BOLSA 10/200 NUTRESA	NUTRESA	10	44	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20492	DISPONIBLE	NUTRESA	20	636	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
2874	20568	MONEDA ORO CHOC 18/48 NUTRESA	NUTRESA	80	1512	CHOCOLATES Y DEMAS PROD DERIVADOS CACAO
