folio,codigo,descripcion,marca,cantidad,precio,categoria
1109,090017,BOMBON MINI MINI 4/30/28GR DLR,DLR,10.000000,66.010000,PRODUCTOS DE CONFITERIA
1109,090011,BOMBON CHOC.20/50PZ DLR,DLR,10.000000,13.560000,PRODUCTOS DE CONFITERIA
1109,120013,MAZAPAN GRANDE 20/30/28GR DLR,DLR,3.000000,3.138000,PRODUCTOS DE CONFITERIA
1109,090087,BOMBON SUPER GTE BCO/ROSA C/5 DLR,DLR,5.000000,15.740000,PRODUCTOS DE CONFITERIA
1109,090043,BOMBON SUPER GTE COLORES C/5 DLR,DLR,5.000000,70.600000,PRODUCTOS DE CONFITERIA
1109,040243,SALSA V.ROJA 12/1LT DLR,DLR,3.000000,22.272000,Subfamilia de Varios
1109,140159,CLORETS 2 S 32/60 ADAMS,ADAMS,3.000000,97.527000,Subfamilia de Varios
1110,120013,MAZAPAN GRANDE 20/30/28GR DLR,DLR,10.000000,10.460000,PRODUCTOS DE CONFITERIA
1110,040243,SALSA V.ROJA 12/1LT DLR,DLR,4.000000,29.696000,Subfamilia de Varios
1110,140159,CLORETS 2 S 32/60 ADAMS,ADAMS,8.000000,260.072000,Subfamilia de Varios
1110,150053,MEGA DONA C/CHILE 10/24/18GR GONAC,GONAC,6.000000,87.666000,BOTANAS
1110,150130,MEGA DONA C/CHILE 10/24 TOTIS,TOTIS,10.000000,0.040000,BOTANAS
1110,050109,DAMY 12/100PZ MONTES,MONTES,8.000000,216.216000,PRODUCTOS DE CONFITERIA
1110,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,12.000000,210.000000,PRODUCTOS DE CONFITERIA
1110,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,8.000000,0.808000,PRODUCTOS DE CONFITERIA
1110,050397,PAQUETE DIVERSION 6/1.5KG BARCEL,BARCEL,15.000000,124.500000,PRODUCTOS DE CONFITERIA
1110,020039,DUVALIN TRISABOR 24/18PZ BARCEL,BARCEL,7.000000,72.919000,PRODUCTOS DE CONFITERIA
1110,090011,BOMBON CHOC.20/50PZ DLR,DLR,20.000000,27.120000,PRODUCTOS DE CONFITERIA
1110,090082,BOMBON GIGANTE 15/400GR DLR,DLR,15.000000,184.500000,PRODUCTOS DE CONFITERIA
1110,090043,BOMBON SUPER GTE COLORES C/5 DLR,DLR,20.000000,282.400000,PRODUCTOS DE CONFITERIA
1110,090087,BOMBON SUPER GTE BCO/ROSA C/5 DLR,DLR,10.000000,31.480000,PRODUCTOS DE CONFITERIA
1110,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,15.000000,1054.230000,BOTANAS
1110,150016,SABRIMAYOREO 44PZ ALEGRO,ALEGRO,10.000000,1350.000000,BOTANAS
1111,120013,MAZAPAN GRANDE 20/30/28GR DLR,DLR,10.000000,10.460000,PRODUCTOS DE CONFITERIA
1111,040243,SALSA V.ROJA 12/1LT DLR,DLR,4.000000,29.696000,Subfamilia de Varios
1111,140159,CLORETS 2 S 32/60 ADAMS,ADAMS,8.000000,260.072000,Subfamilia de Varios
1111,150053,MEGA DONA C/CHILE 10/24/18GR GONAC,GONAC,6.000000,87.666000,BOTANAS
1111,150130,MEGA DONA C/CHILE 10/24 TOTIS,TOTIS,10.000000,0.040000,BOTANAS
1111,050109,DAMY 12/100PZ MONTES,MONTES,8.000000,216.216000,PRODUCTOS DE CONFITERIA
1111,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,12.000000,210.000000,PRODUCTOS DE CONFITERIA
1111,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,8.000000,0.808000,PRODUCTOS DE CONFITERIA
1111,050397,PAQUETE DIVERSION 6/1.5KG BARCEL,BARCEL,15.000000,124.500000,PRODUCTOS DE CONFITERIA
1111,020039,DUVALIN TRISABOR 24/18PZ BARCEL,BARCEL,7.000000,72.919000,PRODUCTOS DE CONFITERIA
1111,090011,BOMBON CHOC.20/50PZ DLR,DLR,20.000000,27.120000,PRODUCTOS DE CONFITERIA
1111,090082,BOMBON GIGANTE 15/400GR DLR,DLR,15.000000,184.500000,PRODUCTOS DE CONFITERIA
1111,090043,BOMBON SUPER GTE COLORES C/5 DLR,DLR,20.000000,282.400000,PRODUCTOS DE CONFITERIA
1111,090087,BOMBON SUPER GTE BCO/ROSA C/5 DLR,DLR,10.000000,31.480000,PRODUCTOS DE CONFITERIA
1111,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,15.000000,1054.230000,BOTANAS
1111,150016,SABRIMAYOREO 44PZ ALEGRO,ALEGRO,10.000000,1350.000000,BOTANAS
1117,090082,BOMBON GIGANTE 15/400GR DLR,DLR,1.000000,12.300000,PRODUCTOS DE CONFITERIA
